current,average,maxod,time,hour,temp,threads,min
0.04262630085146642,0.9791737345633361,0.9992104761299746,1702671301.2085304,0.010563298055555555,38.375,10,0.24
0.04225128940702536,0.9204585811623501,0.9992104761299746,1702671341.2303243,0.02168046833333333,38.3125,9,0.24
0.042751304666280104,0.8018697964810239,0.9992104761299746,1702671381.2484696,0.03279661888888889,38.1875,9,0.24
0.04312631611072116,0.6289406162416941,0.9992104761299746,1702671421.2654216,0.04391243777777778,38.25,9,0.24
0.045376384777367475,0.432911341929437,0.9992104761299746,1702671461.283272,0.05502850861111111,38.3125,9,0.24
0.044626361888485365,0.2559458458923687,0.9992104761299746,1702671501.3021762,0.06614486972222222,38.375,9,0.24
0.04162627033295694,0.13120328122789024,0.9992104761299746,1702671541.3245502,0.077262195,38.4375,9,0.24
0.04312631611072116,0.06713925094946557,0.9992104761299746,1702671581.440641,0.08840555361111112,38.5,9,0.24
0.04487636951811273,0.04353268555261092,0.9992104761299746,1702671621.7138722,0.09959256305555556,38.5,9,0.24
0.04300131229590747,0.04283722667390166,0.9992104761299746,1702671661.760319,0.11071657722222222,38.4375,9,0.24
0.04237629322183905,0.04298449310431775,0.9992104761299746,1702671701.8733928,0.12185909277777777,38.4375,9,0.24
0.04425135044404431,0.04318975154970237,0.9992104761299746,1702671741.8973382,0.13297686222222221,38.3125,9,0.24
0.04412634662923062,0.04343632931495955,0.9992104761299746,1702671781.916469,0.14409328638888888,38.25,9,0.24
0.04387633899960326,0.043716022311952464,0.9992104761299746,1702671821.9374816,0.15521022944444446,38.25,9,0.24
0.047126438184759055,0.04399219244687875,0.9992104761299746,1702671861.9531114,0.16632568611111112,38.3125,9,0.24
0.04237629322183905,0.04424659577599909,0.9992104761299746,1702671901.9736295,0.17744249666666667,38.3125,9,0.24
0.04175127414777063,0.0444624965512803,0.9992104761299746,1702671942.0216796,0.188566955,38.375,9,0.24
0.04050123599963378,0.04462336943258791,0.9992104761299746,1702671982.0573287,0.1996879686111111,38.4375,9,0.24
0.04562639240699484,0.044732684088481384,0.9992104761299746,1702672022.0700924,0.21080262527777777,38.4375,9,0.24
0.04637641529587695,0.04479649915948599,0.9992104761299746,1702672062.0825546,0.22191719805555557,38.4375,9,0.24
0.04650141911069063,0.044859262682598884,0.9992104761299746,1702672102.0951834,0.23303181694444444,38.375,9,0.24
0.04650141911069063,0.04497768377956311,0.9992104761299746,1702672142.1076868,0.2441464013888889,38.3125,9,0.24
0.04337632374034853,0.045158875976131455,0.9992104761299746,1702672182.1204884,0.2552610702777778,38.25,9,0.24
0.04825147251808222,0.045400028956556315,0.9992104761299746,1702672222.288401,0.2664188238888889,38.25,9,0.24
0.046751426740318,0.04564418626368901,0.9992104761299746,1702672262.317594,0.2775380402777778,38.25,9,0.24
0.04612640766624958,0.04586503836116166,0.9992104761299746,1702672302.3528614,0.2886589497222222,38.3125,9,0.24
0.045501388592181155,0.04604409422494048,0.9992104761299746,1702672342.3657866,0.29977365138888884,38.375,9,0.24
0.04850148014770959,0.046214347389514784,0.9992104761299746,1702672382.3787427,0.3108883608333333,38.375,9,0.24
0.04725144199957274,0.046386366987052216,0.9992104761299746,1702672422.3900692,0.3220026186111111,38.4375,9,0.24
0.0460014038514359,0.04658666655313773,0.9992104761299746,1702672462.4007943,0.33311671000000004,38.375,9,0.24
0.050251533555101174,0.046799016356809615,0.9992104761299746,1702672502.431376,0.3442363161111111,38.3125,9,0.24
