media,drug,waste,pump_time,hour,vial_drug_mass,dil_rate
0,1,2,1702671301.6417513,0.010563714166666667,0,0
0,1,2,1702671341.663094,0.02168075861111111,0,0
0,1,2,1702671381.6808922,0.03279680888888889,0,0
0,1,2,1702671421.700074,0.04391325,0,0
0,1,2,1702671461.718358,0.05502944111111111,0,0
0,1,2,1702671501.739401,0.06614639666666666,0,0
0,1,2,1702671541.756623,0.07726229277777777,0,0
0,1,2,1702671581.8532305,0.08840023333333333,0,0
0,1,2,1702671621.9837656,0.09954761138888889,0,0
0,1,2,1702671662.0909388,0.11068849277777777,0,0
0,1,2,1702671702.2218106,0.12183594472222221,0,0
0,1,2,1702671742.2403095,0.1329522061111111,0,0
0,1,2,1702671782.2563546,0.14406777055555553,0,0
0,1,2,1702671822.2750945,0.15518409083333334,0,0
0,1,2,1702671862.2908134,0.16629956861111111,0,0
0,1,2,1702671902.4168892,0.17744570194444445,0,0
0,1,2,1702671942.5120935,0.1885832563888889,0,0
0,1,2,1702671982.5932477,0.1997169111111111,0,0
0,1,2,1702672022.6051667,0.21083133222222222,0,0
0,1,2,1702672062.6171575,0.22194577527777776,0,0
0,1,2,1702672102.6293297,0.23306026722222223,0,0
0,1,2,1702672142.6411285,0.24417465583333334,0,0
0,1,2,1702672182.6528096,0.25528901388888886,0,0
0,1,2,1702672222.775154,0.26643410666666667,0,0
0,1,2,1702672262.8194852,0.2775575327777778,0,0
0,1,2,1702672302.83214,0.2886721586111111,0,0
0,1,2,1702672342.8447008,0.2997867586111111,0,0
0,1,2,1702672382.8574889,0.3109014230555555,0,0
0,1,2,1702672422.8699746,0.3220160022222222,0,0
0,1,2,1702672462.882692,0.333130645,0,0
0,1,2,1702672502.8933856,0.34424472944444445,0,0
0,1,2,1702672543.058834,0.35540179694444446,0,0
0,1,2,1702672583.1383054,0.3665349819444444,0,0
0,1,2,1702672623.1496997,0.3776492613888889,0,0
0,1,2,1702672663.16187,0.38876375,0,0
0,1,2,1702672703.174024,0.39987823805555556,0,0
0,1,2,1702672743.1865578,0.4109928305555556,0,0
0,1,2,1702672783.2225978,0.4221139552777778,0,0
0,1,2,1702672823.3656013,0.4332647872222222,0,0
0,1,2,1702672863.431375,0.44439417,0,0
0,1,2,1702672903.441518,0.4555080988888889,0,0
0,1,2,1702672943.4518375,0.4666220758333333,0,0
0,1,2,1702672983.4621935,0.4777360636111111,0,0
0,1,2,1702673023.4732292,0.48885024,0,0
0,1,2,1702673063.4843388,0.4999644372222222,0,0
1,1,3,1702673103.5854187,0.5111036274999999,0.0,0.0018518374201851853
0,1,2,1702673143.782255,0.5222694133333333,0.0,0.0018518374201851853
0,1,2,1702673183.7964547,0.5333844680555556,0.0,0.0018518374201851853
0,1,2,1702673223.8089712,0.544499056388889,0.0,0.0018518374201851853
0,1,2,1702673263.8216777,0.5556136966666667,0.0,0.0018518374201851853
0,1,2,1702673303.834761,0.5667284425,0.0,0.0018518374201851853
0,1,2,1702673343.8468823,0.57784292,0.0,0.0018518374201851853
0,1,2,1702673383.8595603,0.5889575547222222,0.0,0.0018518374201851853
0,1,2,1702673423.980048,0.6001021327777778,0.0,0.0018518374201851853
0,1,2,1702673464.0001295,0.6112188252777778,0.0,0.0018518374201851853
0,1,2,1702673504.0128543,0.622333468611111,0.0,0.0018518374201851853
0,1,2,1702673544.0253766,0.6334480575,0.0,0.0018518374201851853
0,1,2,1702673584.0376105,0.6445625669444445,0.0,0.0018518374201851853
0,1,2,1702673624.0496402,0.6556770197222221,0.0,0.0018518374201851853
0,1,2,1702673664.0622034,0.666791621111111,0.0,0.0018518374201851853
0,1,2,1702673704.256332,0.6779566591666667,0.0,0.0018518374201851853
0,1,2,1702673744.3541365,0.6890949377777777,0.0,0.0018518374201851853
0,1,2,1702673784.359109,0.7002074280555556,0.0,0.0018518374201851853
0,1,2,1702673824.3713531,0.7113219413888888,0.0,0.0018518374201851853
0,1,2,1702673864.3829713,0.7224362788888888,0.0,0.0018518374201851853
0,1,2,1702673904.3943763,0.7335505580555556,0.0,0.0018518374201851853
0,1,2,1702673944.4050605,0.7446646375,0.0,0.0018518374201851853
0,1,2,1702673984.4423559,0.7557861086111112,0.0,0.0018518374201851853
0,1,2,1702674024.5028574,0.766914025,0.0,0.0018518374201851853
0,1,2,1702674064.5737126,0.7780448186111111,0.0,0.0018518374201851853
0,1,2,1702674104.5860016,0.7891593422222223,0.0,0.0018518374201851853
0,1,2,1702674144.5980678,0.8002738058333333,0.0,0.0018518374201851853
0,1,2,1702674184.6094923,0.8113880905555556,0.0,0.0018518374201851853
0,1,2,1702674224.621572,0.8225025569444444,0.0,0.0018518374201851853
0,1,2,1702674264.6346066,0.8336172888888889,0.0,0.0018518374201851853
0,1,2,1702674304.773792,0.8447670619444444,0.0,0.0018518374201851853
0,1,2,1702674344.901828,0.8559137416666667,0.0,0.0018518374201851853
0,1,2,1702674384.9142258,0.8670282930555556,0.0,0.0018518374201851853
0,1,2,1702674424.9267304,0.8781428791666667,0.0,0.0018518374201851853
0,1,2,1702674464.9394813,0.8892575308333334,0.0,0.0018518374201851853
0,1,2,1702674504.9517145,0.9003720408333333,0.0,0.0018518374201851853
0,1,2,1702674544.9640768,0.9114865858333333,0.0,0.0018518374201851853
0,1,2,1702674584.986121,0.9226038197222223,0.0,0.0018518374201851853
0,1,2,1702674625.082088,0.9337415891666666,0.0,0.0018518374201851853
0,1,2,1702674665.0958242,0.944856515,0.0,0.0018518374201851853
0,1,2,1702674705.1079574,0.9559709969444444,0.0,0.0018518374201851853
0,1,2,1702674745.1201148,0.9670854847222222,0.0,0.0018518374201851853
0,1,2,1702674785.1333878,0.9782002836111111,0.0,0.0018518374201851853
0,1,2,1702674825.1465805,0.9893150586111111,0.0,0.0018518374201851853
0,1,2,1702674865.1586099,1.0004295113888888,0.0,0.0018518374201851853
1,1,3,1702674905.254959,1.0115673861111112,0.0,0.0018518374201851853
0,1,2,1702674945.428915,1.0227268197222221,0.0,0.0018518374201851853
0,1,2,1702674985.4442663,1.033842195,0.0,0.0018518374201851853
0,1,2,1702675025.4547272,1.0449562116666666,0.0,0.0018518374201851853
0,1,2,1702675065.4653466,1.0560702730555556,0.0,0.0018518374201851853
0,1,2,1702675105.476008,1.0671843455555556,0.0,0.0018518374201851853
0,1,2,1702675145.4866343,1.0782984083333333,0.0,0.0018518374201851853
0,1,2,1702675185.5082479,1.0894155227777778,0.0,0.0018518374201851853
